,filename,label
335,E:\data-version-control\data\raw\train\n03445777\n03445777_2335.JPEG,golf ball
336,E:\data-version-control\data\raw\train\n03445777\n03445777_2338.JPEG,golf ball
337,E:\data-version-control\data\raw\train\n03445777\n03445777_2339.JPEG,golf ball
338,E:\data-version-control\data\raw\train\n03445777\n03445777_2356.JPEG,golf ball
339,E:\data-version-control\data\raw\train\n03445777\n03445777_2357.JPEG,golf ball
340,E:\data-version-control\data\raw\train\n03445777\n03445777_2358.JPEG,golf ball
341,E:\data-version-control\data\raw\train\n03445777\n03445777_237.JPEG,golf ball
342,E:\data-version-control\data\raw\train\n03445777\n03445777_2397.JPEG,golf ball
343,E:\data-version-control\data\raw\train\n03445777\n03445777_24.JPEG,golf ball
344,E:\data-version-control\data\raw\train\n03445777\n03445777_2405.JPEG,golf ball
345,E:\data-version-control\data\raw\train\n03445777\n03445777_2417.JPEG,golf ball
346,E:\data-version-control\data\raw\train\n03445777\n03445777_2427.JPEG,golf ball
347,E:\data-version-control\data\raw\train\n03445777\n03445777_2463.JPEG,golf ball
348,E:\data-version-control\data\raw\train\n03445777\n03445777_2468.JPEG,golf ball
349,E:\data-version-control\data\raw\train\n03445777\n03445777_2477.JPEG,golf ball
350,E:\data-version-control\data\raw\train\n03445777\n03445777_2486.JPEG,golf ball
351,E:\data-version-control\data\raw\train\n03445777\n03445777_2493.JPEG,golf ball
352,E:\data-version-control\data\raw\train\n03445777\n03445777_2497.JPEG,golf ball
353,E:\data-version-control\data\raw\train\n03445777\n03445777_2509.JPEG,golf ball
354,E:\data-version-control\data\raw\train\n03445777\n03445777_2526.JPEG,golf ball
355,E:\data-version-control\data\raw\train\n03445777\n03445777_2548.JPEG,golf ball
356,E:\data-version-control\data\raw\train\n03445777\n03445777_2555.JPEG,golf ball
357,E:\data-version-control\data\raw\train\n03445777\n03445777_2557.JPEG,golf ball
358,E:\data-version-control\data\raw\train\n03445777\n03445777_2563.JPEG,golf ball
359,E:\data-version-control\data\raw\train\n03445777\n03445777_2564.JPEG,golf ball
360,E:\data-version-control\data\raw\train\n03445777\n03445777_258.JPEG,golf ball
361,E:\data-version-control\data\raw\train\n03445777\n03445777_2585.JPEG,golf ball
362,E:\data-version-control\data\raw\train\n03445777\n03445777_2597.JPEG,golf ball
363,E:\data-version-control\data\raw\train\n03445777\n03445777_2605.JPEG,golf ball
364,E:\data-version-control\data\raw\train\n03445777\n03445777_2608.JPEG,golf ball
365,E:\data-version-control\data\raw\train\n03445777\n03445777_2616.JPEG,golf ball
366,E:\data-version-control\data\raw\train\n03445777\n03445777_2634.JPEG,golf ball
367,E:\data-version-control\data\raw\train\n03445777\n03445777_2635.JPEG,golf ball
368,E:\data-version-control\data\raw\train\n03445777\n03445777_2637.JPEG,golf ball
369,E:\data-version-control\data\raw\train\n03445777\n03445777_2646.JPEG,golf ball
370,E:\data-version-control\data\raw\train\n03445777\n03445777_2687.JPEG,golf ball
371,E:\data-version-control\data\raw\train\n03445777\n03445777_2709.JPEG,golf ball
372,E:\data-version-control\data\raw\train\n03445777\n03445777_2713.JPEG,golf ball
373,E:\data-version-control\data\raw\train\n03445777\n03445777_2716.JPEG,golf ball
374,E:\data-version-control\data\raw\train\n03445777\n03445777_2718.JPEG,golf ball
375,E:\data-version-control\data\raw\train\n03445777\n03445777_2745.JPEG,golf ball
376,E:\data-version-control\data\raw\train\n03445777\n03445777_2775.JPEG,golf ball
377,E:\data-version-control\data\raw\train\n03445777\n03445777_2776.JPEG,golf ball
378,E:\data-version-control\data\raw\train\n03445777\n03445777_278.JPEG,golf ball
379,E:\data-version-control\data\raw\train\n03445777\n03445777_2814.JPEG,golf ball
380,E:\data-version-control\data\raw\train\n03445777\n03445777_2873.JPEG,golf ball
381,E:\data-version-control\data\raw\train\n03445777\n03445777_2907.JPEG,golf ball
382,E:\data-version-control\data\raw\train\n03445777\n03445777_2925.JPEG,golf ball
383,E:\data-version-control\data\raw\train\n03445777\n03445777_2954.JPEG,golf ball
384,E:\data-version-control\data\raw\train\n03445777\n03445777_2955.JPEG,golf ball
385,E:\data-version-control\data\raw\train\n03445777\n03445777_2963.JPEG,golf ball
386,E:\data-version-control\data\raw\train\n03445777\n03445777_2967.JPEG,golf ball
387,E:\data-version-control\data\raw\train\n03445777\n03445777_298.JPEG,golf ball
388,E:\data-version-control\data\raw\train\n03445777\n03445777_3.JPEG,golf ball
389,E:\data-version-control\data\raw\train\n03445777\n03445777_3005.JPEG,golf ball
390,E:\data-version-control\data\raw\train\n03445777\n03445777_3023.JPEG,golf ball
391,E:\data-version-control\data\raw\train\n03445777\n03445777_303.JPEG,golf ball
392,E:\data-version-control\data\raw\train\n03445777\n03445777_3036.JPEG,golf ball
393,E:\data-version-control\data\raw\train\n03445777\n03445777_3039.JPEG,golf ball
394,E:\data-version-control\data\raw\train\n03445777\n03445777_3046.JPEG,golf ball
395,E:\data-version-control\data\raw\train\n03445777\n03445777_306.JPEG,golf ball
396,E:\data-version-control\data\raw\train\n03445777\n03445777_3063.JPEG,golf ball
397,E:\data-version-control\data\raw\train\n03445777\n03445777_3064.JPEG,golf ball
398,E:\data-version-control\data\raw\train\n03445777\n03445777_3095.JPEG,golf ball
399,E:\data-version-control\data\raw\train\n03445777\n03445777_3104.JPEG,golf ball
400,E:\data-version-control\data\raw\train\n03445777\n03445777_3119.JPEG,golf ball
401,E:\data-version-control\data\raw\train\n03445777\n03445777_3134.JPEG,golf ball
402,E:\data-version-control\data\raw\train\n03445777\n03445777_3155.JPEG,golf ball
403,E:\data-version-control\data\raw\train\n03445777\n03445777_3166.JPEG,golf ball
404,E:\data-version-control\data\raw\train\n03445777\n03445777_3168.JPEG,golf ball
405,E:\data-version-control\data\raw\train\n03445777\n03445777_3209.JPEG,golf ball
406,E:\data-version-control\data\raw\train\n03445777\n03445777_3217.JPEG,golf ball
407,E:\data-version-control\data\raw\train\n03445777\n03445777_3229.JPEG,golf ball
408,E:\data-version-control\data\raw\train\n03445777\n03445777_3254.JPEG,golf ball
409,E:\data-version-control\data\raw\train\n03445777\n03445777_3275.JPEG,golf ball
410,E:\data-version-control\data\raw\train\n03445777\n03445777_3278.JPEG,golf ball
411,E:\data-version-control\data\raw\train\n03445777\n03445777_3283.JPEG,golf ball
412,E:\data-version-control\data\raw\train\n03445777\n03445777_3296.JPEG,golf ball
413,E:\data-version-control\data\raw\train\n03445777\n03445777_3299.JPEG,golf ball
414,E:\data-version-control\data\raw\train\n03445777\n03445777_3307.JPEG,golf ball
415,E:\data-version-control\data\raw\train\n03445777\n03445777_3324.JPEG,golf ball
416,E:\data-version-control\data\raw\train\n03445777\n03445777_3325.JPEG,golf ball
417,E:\data-version-control\data\raw\train\n03445777\n03445777_333.JPEG,golf ball
418,E:\data-version-control\data\raw\train\n03445777\n03445777_3345.JPEG,golf ball
419,E:\data-version-control\data\raw\train\n03445777\n03445777_3356.JPEG,golf ball
420,E:\data-version-control\data\raw\train\n03445777\n03445777_3358.JPEG,golf ball
421,E:\data-version-control\data\raw\train\n03445777\n03445777_3374.JPEG,golf ball
422,E:\data-version-control\data\raw\train\n03445777\n03445777_3386.JPEG,golf ball
423,E:\data-version-control\data\raw\train\n03445777\n03445777_3397.JPEG,golf ball
424,E:\data-version-control\data\raw\train\n03445777\n03445777_3413.JPEG,golf ball
425,E:\data-version-control\data\raw\train\n03445777\n03445777_3429.JPEG,golf ball
426,E:\data-version-control\data\raw\train\n03445777\n03445777_3444.JPEG,golf ball
427,E:\data-version-control\data\raw\train\n03445777\n03445777_3456.JPEG,golf ball
428,E:\data-version-control\data\raw\train\n03445777\n03445777_3463.JPEG,golf ball
429,E:\data-version-control\data\raw\train\n03445777\n03445777_3464.JPEG,golf ball
430,E:\data-version-control\data\raw\train\n03445777\n03445777_3485.JPEG,golf ball
431,E:\data-version-control\data\raw\train\n03445777\n03445777_3495.JPEG,golf ball
432,E:\data-version-control\data\raw\train\n03445777\n03445777_3497.JPEG,golf ball
433,E:\data-version-control\data\raw\train\n03445777\n03445777_3503.JPEG,golf ball
434,E:\data-version-control\data\raw\train\n03445777\n03445777_3505.JPEG,golf ball
435,E:\data-version-control\data\raw\train\n03445777\n03445777_3507.JPEG,golf ball
436,E:\data-version-control\data\raw\train\n03445777\n03445777_3529.JPEG,golf ball
437,E:\data-version-control\data\raw\train\n03445777\n03445777_3536.JPEG,golf ball
438,E:\data-version-control\data\raw\train\n03445777\n03445777_3539.JPEG,golf ball
439,E:\data-version-control\data\raw\train\n03445777\n03445777_3544.JPEG,golf ball
440,E:\data-version-control\data\raw\train\n03445777\n03445777_3549.JPEG,golf ball
441,E:\data-version-control\data\raw\train\n03445777\n03445777_356.JPEG,golf ball
442,E:\data-version-control\data\raw\train\n03445777\n03445777_3567.JPEG,golf ball
443,E:\data-version-control\data\raw\train\n03445777\n03445777_3595.JPEG,golf ball
444,E:\data-version-control\data\raw\train\n03445777\n03445777_36.JPEG,golf ball
445,E:\data-version-control\data\raw\train\n03445777\n03445777_3608.JPEG,golf ball
446,E:\data-version-control\data\raw\train\n03445777\n03445777_3614.JPEG,golf ball
447,E:\data-version-control\data\raw\train\n03445777\n03445777_3633.JPEG,golf ball
448,E:\data-version-control\data\raw\train\n03445777\n03445777_366.JPEG,golf ball
449,E:\data-version-control\data\raw\train\n03445777\n03445777_3673.JPEG,golf ball
450,E:\data-version-control\data\raw\train\n03445777\n03445777_3696.JPEG,golf ball
451,E:\data-version-control\data\raw\train\n03445777\n03445777_3704.JPEG,golf ball
452,E:\data-version-control\data\raw\train\n03445777\n03445777_373.JPEG,golf ball
453,E:\data-version-control\data\raw\train\n03445777\n03445777_3755.JPEG,golf ball
454,E:\data-version-control\data\raw\train\n03445777\n03445777_3775.JPEG,golf ball
455,E:\data-version-control\data\raw\train\n03445777\n03445777_3788.JPEG,golf ball
456,E:\data-version-control\data\raw\train\n03445777\n03445777_3799.JPEG,golf ball
457,E:\data-version-control\data\raw\train\n03445777\n03445777_3816.JPEG,golf ball
458,E:\data-version-control\data\raw\train\n03445777\n03445777_3817.JPEG,golf ball
459,E:\data-version-control\data\raw\train\n03445777\n03445777_3827.JPEG,golf ball
460,E:\data-version-control\data\raw\train\n03445777\n03445777_3829.JPEG,golf ball
461,E:\data-version-control\data\raw\train\n03445777\n03445777_3833.JPEG,golf ball
462,E:\data-version-control\data\raw\train\n03445777\n03445777_3836.JPEG,golf ball
463,E:\data-version-control\data\raw\train\n03445777\n03445777_3837.JPEG,golf ball
464,E:\data-version-control\data\raw\train\n03445777\n03445777_384.JPEG,golf ball
465,E:\data-version-control\data\raw\train\n03445777\n03445777_3849.JPEG,golf ball
466,E:\data-version-control\data\raw\train\n03445777\n03445777_385.JPEG,golf ball
467,E:\data-version-control\data\raw\train\n03445777\n03445777_3865.JPEG,golf ball
468,E:\data-version-control\data\raw\train\n03445777\n03445777_3879.JPEG,golf ball
469,E:\data-version-control\data\raw\train\n03445777\n03445777_3895.JPEG,golf ball
470,E:\data-version-control\data\raw\train\n03445777\n03445777_3915.JPEG,golf ball
471,E:\data-version-control\data\raw\train\n03445777\n03445777_3919.JPEG,golf ball
472,E:\data-version-control\data\raw\train\n03445777\n03445777_3927.JPEG,golf ball
473,E:\data-version-control\data\raw\train\n03445777\n03445777_3928.JPEG,golf ball
474,E:\data-version-control\data\raw\train\n03445777\n03445777_3934.JPEG,golf ball
475,E:\data-version-control\data\raw\train\n03445777\n03445777_3939.JPEG,golf ball
476,E:\data-version-control\data\raw\train\n03445777\n03445777_3945.JPEG,golf ball
477,E:\data-version-control\data\raw\train\n03445777\n03445777_3963.JPEG,golf ball
478,E:\data-version-control\data\raw\train\n03445777\n03445777_3966.JPEG,golf ball
479,E:\data-version-control\data\raw\train\n03445777\n03445777_3969.JPEG,golf ball
480,E:\data-version-control\data\raw\train\n03445777\n03445777_397.JPEG,golf ball
481,E:\data-version-control\data\raw\train\n03445777\n03445777_398.JPEG,golf ball
482,E:\data-version-control\data\raw\train\n03445777\n03445777_399.JPEG,golf ball
483,E:\data-version-control\data\raw\train\n03445777\n03445777_3995.JPEG,golf ball
484,E:\data-version-control\data\raw\train\n03445777\n03445777_3996.JPEG,golf ball
485,E:\data-version-control\data\raw\train\n03445777\n03445777_4028.JPEG,golf ball
486,E:\data-version-control\data\raw\train\n03445777\n03445777_403.JPEG,golf ball
487,E:\data-version-control\data\raw\train\n03445777\n03445777_4035.JPEG,golf ball
488,E:\data-version-control\data\raw\train\n03445777\n03445777_4037.JPEG,golf ball
489,E:\data-version-control\data\raw\train\n03445777\n03445777_4047.JPEG,golf ball
490,E:\data-version-control\data\raw\train\n03445777\n03445777_4048.JPEG,golf ball
491,E:\data-version-control\data\raw\train\n03445777\n03445777_4058.JPEG,golf ball
492,E:\data-version-control\data\raw\train\n03445777\n03445777_4087.JPEG,golf ball
493,E:\data-version-control\data\raw\train\n03445777\n03445777_4089.JPEG,golf ball
494,E:\data-version-control\data\raw\train\n03445777\n03445777_4095.JPEG,golf ball
495,E:\data-version-control\data\raw\train\n03445777\n03445777_4097.JPEG,golf ball
496,E:\data-version-control\data\raw\train\n03445777\n03445777_4098.JPEG,golf ball
497,E:\data-version-control\data\raw\train\n03445777\n03445777_4099.JPEG,golf ball
498,E:\data-version-control\data\raw\train\n03445777\n03445777_4104.JPEG,golf ball
499,E:\data-version-control\data\raw\train\n03445777\n03445777_4109.JPEG,golf ball
500,E:\data-version-control\data\raw\train\n03445777\n03445777_4113.JPEG,golf ball
501,E:\data-version-control\data\raw\train\n03445777\n03445777_4115.JPEG,golf ball
502,E:\data-version-control\data\raw\train\n03445777\n03445777_4123.JPEG,golf ball
503,E:\data-version-control\data\raw\train\n03445777\n03445777_4133.JPEG,golf ball
504,E:\data-version-control\data\raw\train\n03445777\n03445777_4145.JPEG,golf ball
505,E:\data-version-control\data\raw\train\n03445777\n03445777_4147.JPEG,golf ball
506,E:\data-version-control\data\raw\train\n03445777\n03445777_4158.JPEG,golf ball
507,E:\data-version-control\data\raw\train\n03445777\n03445777_416.JPEG,golf ball
508,E:\data-version-control\data\raw\train\n03445777\n03445777_4173.JPEG,golf ball
509,E:\data-version-control\data\raw\train\n03445777\n03445777_4176.JPEG,golf ball
510,E:\data-version-control\data\raw\train\n03445777\n03445777_4188.JPEG,golf ball
511,E:\data-version-control\data\raw\train\n03445777\n03445777_4198.JPEG,golf ball
512,E:\data-version-control\data\raw\train\n03445777\n03445777_4204.JPEG,golf ball
513,E:\data-version-control\data\raw\train\n03445777\n03445777_4229.JPEG,golf ball
514,E:\data-version-control\data\raw\train\n03445777\n03445777_4239.JPEG,golf ball
515,E:\data-version-control\data\raw\train\n03445777\n03445777_424.JPEG,golf ball
516,E:\data-version-control\data\raw\train\n03445777\n03445777_4246.JPEG,golf ball
517,E:\data-version-control\data\raw\train\n03445777\n03445777_4247.JPEG,golf ball
518,E:\data-version-control\data\raw\train\n03445777\n03445777_4249.JPEG,golf ball
519,E:\data-version-control\data\raw\train\n03445777\n03445777_4253.JPEG,golf ball
520,E:\data-version-control\data\raw\train\n03445777\n03445777_4278.JPEG,golf ball
521,E:\data-version-control\data\raw\train\n03445777\n03445777_4333.JPEG,golf ball
522,E:\data-version-control\data\raw\train\n03445777\n03445777_4348.JPEG,golf ball
523,E:\data-version-control\data\raw\train\n03445777\n03445777_4354.JPEG,golf ball
524,E:\data-version-control\data\raw\train\n03445777\n03445777_4366.JPEG,golf ball
525,E:\data-version-control\data\raw\train\n03445777\n03445777_4367.JPEG,golf ball
526,E:\data-version-control\data\raw\train\n03445777\n03445777_4398.JPEG,golf ball
527,E:\data-version-control\data\raw\train\n03445777\n03445777_4416.JPEG,golf ball
528,E:\data-version-control\data\raw\train\n03445777\n03445777_4426.JPEG,golf ball
529,E:\data-version-control\data\raw\train\n03445777\n03445777_4475.JPEG,golf ball
530,E:\data-version-control\data\raw\train\n03445777\n03445777_448.JPEG,golf ball
531,E:\data-version-control\data\raw\train\n03445777\n03445777_4509.JPEG,golf ball
532,E:\data-version-control\data\raw\train\n03445777\n03445777_453.JPEG,golf ball
533,E:\data-version-control\data\raw\train\n03445777\n03445777_4533.JPEG,golf ball
534,E:\data-version-control\data\raw\train\n03445777\n03445777_4539.JPEG,golf ball
535,E:\data-version-control\data\raw\train\n03445777\n03445777_455.JPEG,golf ball
536,E:\data-version-control\data\raw\train\n03445777\n03445777_4554.JPEG,golf ball
537,E:\data-version-control\data\raw\train\n03445777\n03445777_4588.JPEG,golf ball
538,E:\data-version-control\data\raw\train\n03445777\n03445777_4597.JPEG,golf ball
539,E:\data-version-control\data\raw\train\n03445777\n03445777_4615.JPEG,golf ball
540,E:\data-version-control\data\raw\train\n03445777\n03445777_4646.JPEG,golf ball
541,E:\data-version-control\data\raw\train\n03445777\n03445777_4667.JPEG,golf ball
542,E:\data-version-control\data\raw\train\n03445777\n03445777_4673.JPEG,golf ball
543,E:\data-version-control\data\raw\train\n03445777\n03445777_4679.JPEG,golf ball
544,E:\data-version-control\data\raw\train\n03445777\n03445777_4685.JPEG,golf ball
545,E:\data-version-control\data\raw\train\n03445777\n03445777_4699.JPEG,golf ball
546,E:\data-version-control\data\raw\train\n03445777\n03445777_4708.JPEG,golf ball
547,E:\data-version-control\data\raw\train\n03445777\n03445777_4709.JPEG,golf ball
548,E:\data-version-control\data\raw\train\n03445777\n03445777_4715.JPEG,golf ball
549,E:\data-version-control\data\raw\train\n03445777\n03445777_4814.JPEG,golf ball
550,E:\data-version-control\data\raw\train\n03445777\n03445777_4818.JPEG,golf ball
551,E:\data-version-control\data\raw\train\n03445777\n03445777_4834.JPEG,golf ball
552,E:\data-version-control\data\raw\train\n03445777\n03445777_4849.JPEG,golf ball
553,E:\data-version-control\data\raw\train\n03445777\n03445777_485.JPEG,golf ball
554,E:\data-version-control\data\raw\train\n03445777\n03445777_4855.JPEG,golf ball
555,E:\data-version-control\data\raw\train\n03445777\n03445777_487.JPEG,golf ball
556,E:\data-version-control\data\raw\train\n03445777\n03445777_4878.JPEG,golf ball
557,E:\data-version-control\data\raw\train\n03445777\n03445777_4879.JPEG,golf ball
558,E:\data-version-control\data\raw\train\n03445777\n03445777_4883.JPEG,golf ball
559,E:\data-version-control\data\raw\train\n03445777\n03445777_4889.JPEG,golf ball
560,E:\data-version-control\data\raw\train\n03445777\n03445777_4894.JPEG,golf ball
561,E:\data-version-control\data\raw\train\n03445777\n03445777_4914.JPEG,golf ball
562,E:\data-version-control\data\raw\train\n03445777\n03445777_4929.JPEG,golf ball
563,E:\data-version-control\data\raw\train\n03445777\n03445777_4939.JPEG,golf ball
564,E:\data-version-control\data\raw\train\n03445777\n03445777_494.JPEG,golf ball
565,E:\data-version-control\data\raw\train\n03445777\n03445777_4959.JPEG,golf ball
566,E:\data-version-control\data\raw\train\n03445777\n03445777_4966.JPEG,golf ball
567,E:\data-version-control\data\raw\train\n03445777\n03445777_498.JPEG,golf ball
568,E:\data-version-control\data\raw\train\n03445777\n03445777_4984.JPEG,golf ball
569,E:\data-version-control\data\raw\train\n03445777\n03445777_4985.JPEG,golf ball
570,E:\data-version-control\data\raw\train\n03445777\n03445777_4998.JPEG,golf ball
571,E:\data-version-control\data\raw\train\n03445777\n03445777_5007.JPEG,golf ball
572,E:\data-version-control\data\raw\train\n03445777\n03445777_5008.JPEG,golf ball
573,E:\data-version-control\data\raw\train\n03445777\n03445777_5009.JPEG,golf ball
574,E:\data-version-control\data\raw\train\n03445777\n03445777_5023.JPEG,golf ball
575,E:\data-version-control\data\raw\train\n03445777\n03445777_5026.JPEG,golf ball
576,E:\data-version-control\data\raw\train\n03445777\n03445777_5029.JPEG,golf ball
577,E:\data-version-control\data\raw\train\n03445777\n03445777_504.JPEG,golf ball
578,E:\data-version-control\data\raw\train\n03445777\n03445777_5043.JPEG,golf ball
579,E:\data-version-control\data\raw\train\n03445777\n03445777_5097.JPEG,golf ball
580,E:\data-version-control\data\raw\train\n03445777\n03445777_5107.JPEG,golf ball
581,E:\data-version-control\data\raw\train\n03445777\n03445777_5114.JPEG,golf ball
582,E:\data-version-control\data\raw\train\n03445777\n03445777_5117.JPEG,golf ball
583,E:\data-version-control\data\raw\train\n03445777\n03445777_5125.JPEG,golf ball
584,E:\data-version-control\data\raw\train\n03445777\n03445777_5139.JPEG,golf ball
585,E:\data-version-control\data\raw\train\n03445777\n03445777_5143.JPEG,golf ball
586,E:\data-version-control\data\raw\train\n03445777\n03445777_5159.JPEG,golf ball
587,E:\data-version-control\data\raw\train\n03445777\n03445777_5184.JPEG,golf ball
588,E:\data-version-control\data\raw\train\n03445777\n03445777_5194.JPEG,golf ball
589,E:\data-version-control\data\raw\train\n03445777\n03445777_5213.JPEG,golf ball
590,E:\data-version-control\data\raw\train\n03445777\n03445777_5216.JPEG,golf ball
591,E:\data-version-control\data\raw\train\n03445777\n03445777_5217.JPEG,golf ball
592,E:\data-version-control\data\raw\train\n03445777\n03445777_5218.JPEG,golf ball
593,E:\data-version-control\data\raw\train\n03445777\n03445777_5224.JPEG,golf ball
594,E:\data-version-control\data\raw\train\n03445777\n03445777_523.JPEG,golf ball
595,E:\data-version-control\data\raw\train\n03445777\n03445777_524.JPEG,golf ball
596,E:\data-version-control\data\raw\train\n03445777\n03445777_5265.JPEG,golf ball
597,E:\data-version-control\data\raw\train\n03445777\n03445777_5266.JPEG,golf ball
598,E:\data-version-control\data\raw\train\n03445777\n03445777_5269.JPEG,golf ball
599,E:\data-version-control\data\raw\train\n03445777\n03445777_5289.JPEG,golf ball
600,E:\data-version-control\data\raw\train\n03445777\n03445777_5297.JPEG,golf ball
601,E:\data-version-control\data\raw\train\n03445777\n03445777_5305.JPEG,golf ball
602,E:\data-version-control\data\raw\train\n03445777\n03445777_5309.JPEG,golf ball
603,E:\data-version-control\data\raw\train\n03445777\n03445777_5316.JPEG,golf ball
604,E:\data-version-control\data\raw\train\n03445777\n03445777_5325.JPEG,golf ball
605,E:\data-version-control\data\raw\train\n03445777\n03445777_5333.JPEG,golf ball
606,E:\data-version-control\data\raw\train\n03445777\n03445777_5336.JPEG,golf ball
607,E:\data-version-control\data\raw\train\n03445777\n03445777_5337.JPEG,golf ball
608,E:\data-version-control\data\raw\train\n03445777\n03445777_5353.JPEG,golf ball
609,E:\data-version-control\data\raw\train\n03445777\n03445777_5358.JPEG,golf ball
610,E:\data-version-control\data\raw\train\n03445777\n03445777_5373.JPEG,golf ball
611,E:\data-version-control\data\raw\train\n03445777\n03445777_5377.JPEG,golf ball
612,E:\data-version-control\data\raw\train\n03445777\n03445777_5398.JPEG,golf ball
613,E:\data-version-control\data\raw\train\n03445777\n03445777_5423.JPEG,golf ball
614,E:\data-version-control\data\raw\train\n03445777\n03445777_5428.JPEG,golf ball
615,E:\data-version-control\data\raw\train\n03445777\n03445777_5434.JPEG,golf ball
616,E:\data-version-control\data\raw\train\n03445777\n03445777_5457.JPEG,golf ball
617,E:\data-version-control\data\raw\train\n03445777\n03445777_5463.JPEG,golf ball
618,E:\data-version-control\data\raw\train\n03445777\n03445777_5467.JPEG,golf ball
619,E:\data-version-control\data\raw\train\n03445777\n03445777_5469.JPEG,golf ball
620,E:\data-version-control\data\raw\train\n03445777\n03445777_5485.JPEG,golf ball
621,E:\data-version-control\data\raw\train\n03445777\n03445777_5504.JPEG,golf ball
622,E:\data-version-control\data\raw\train\n03445777\n03445777_5505.JPEG,golf ball
623,E:\data-version-control\data\raw\train\n03445777\n03445777_5509.JPEG,golf ball
624,E:\data-version-control\data\raw\train\n03445777\n03445777_5534.JPEG,golf ball
625,E:\data-version-control\data\raw\train\n03445777\n03445777_5546.JPEG,golf ball
626,E:\data-version-control\data\raw\train\n03445777\n03445777_5566.JPEG,golf ball
627,E:\data-version-control\data\raw\train\n03445777\n03445777_5568.JPEG,golf ball
628,E:\data-version-control\data\raw\train\n03445777\n03445777_5573.JPEG,golf ball
629,E:\data-version-control\data\raw\train\n03445777\n03445777_5588.JPEG,golf ball
630,E:\data-version-control\data\raw\train\n03445777\n03445777_5594.JPEG,golf ball
631,E:\data-version-control\data\raw\train\n03445777\n03445777_5597.JPEG,golf ball
632,E:\data-version-control\data\raw\train\n03445777\n03445777_5637.JPEG,golf ball
633,E:\data-version-control\data\raw\train\n03445777\n03445777_5665.JPEG,golf ball
634,E:\data-version-control\data\raw\train\n03445777\n03445777_5667.JPEG,golf ball
635,E:\data-version-control\data\raw\train\n03445777\n03445777_5694.JPEG,golf ball
636,E:\data-version-control\data\raw\train\n03445777\n03445777_5699.JPEG,golf ball
637,E:\data-version-control\data\raw\train\n03445777\n03445777_5703.JPEG,golf ball
638,E:\data-version-control\data\raw\train\n03445777\n03445777_5707.JPEG,golf ball
639,E:\data-version-control\data\raw\train\n03445777\n03445777_5713.JPEG,golf ball
640,E:\data-version-control\data\raw\train\n03445777\n03445777_5723.JPEG,golf ball
641,E:\data-version-control\data\raw\train\n03445777\n03445777_574.JPEG,golf ball
642,E:\data-version-control\data\raw\train\n03445777\n03445777_5743.JPEG,golf ball
643,E:\data-version-control\data\raw\train\n03445777\n03445777_5745.JPEG,golf ball
644,E:\data-version-control\data\raw\train\n03445777\n03445777_5757.JPEG,golf ball
645,E:\data-version-control\data\raw\train\n03445777\n03445777_5765.JPEG,golf ball
646,E:\data-version-control\data\raw\train\n03445777\n03445777_5766.JPEG,golf ball
647,E:\data-version-control\data\raw\train\n03445777\n03445777_5768.JPEG,golf ball
648,E:\data-version-control\data\raw\train\n03445777\n03445777_5775.JPEG,golf ball
649,E:\data-version-control\data\raw\train\n03445777\n03445777_5786.JPEG,golf ball
650,E:\data-version-control\data\raw\train\n03445777\n03445777_5804.JPEG,golf ball
651,E:\data-version-control\data\raw\train\n03445777\n03445777_5809.JPEG,golf ball
652,E:\data-version-control\data\raw\train\n03445777\n03445777_5814.JPEG,golf ball
653,E:\data-version-control\data\raw\train\n03445777\n03445777_5816.JPEG,golf ball
654,E:\data-version-control\data\raw\train\n03445777\n03445777_5825.JPEG,golf ball
655,E:\data-version-control\data\raw\train\n03445777\n03445777_5838.JPEG,golf ball
656,E:\data-version-control\data\raw\train\n03445777\n03445777_584.JPEG,golf ball
657,E:\data-version-control\data\raw\train\n03445777\n03445777_585.JPEG,golf ball
658,E:\data-version-control\data\raw\train\n03445777\n03445777_5856.JPEG,golf ball
659,E:\data-version-control\data\raw\train\n03445777\n03445777_5893.JPEG,golf ball
660,E:\data-version-control\data\raw\train\n03445777\n03445777_59.JPEG,golf ball
661,E:\data-version-control\data\raw\train\n03445777\n03445777_5908.JPEG,golf ball
662,E:\data-version-control\data\raw\train\n03445777\n03445777_5909.JPEG,golf ball
663,E:\data-version-control\data\raw\train\n03445777\n03445777_5916.JPEG,golf ball
664,E:\data-version-control\data\raw\train\n03445777\n03445777_5934.JPEG,golf ball
665,E:\data-version-control\data\raw\train\n03445777\n03445777_5939.JPEG,golf ball
666,E:\data-version-control\data\raw\train\n03445777\n03445777_5979.JPEG,golf ball
667,E:\data-version-control\data\raw\train\n03445777\n03445777_5996.JPEG,golf ball
668,E:\data-version-control\data\raw\train\n03445777\n03445777_6.JPEG,golf ball
669,E:\data-version-control\data\raw\train\n03445777\n03445777_6016.JPEG,golf ball
670,E:\data-version-control\data\raw\train\n03445777\n03445777_6019.JPEG,golf ball
671,E:\data-version-control\data\raw\train\n03445777\n03445777_6029.JPEG,golf ball
672,E:\data-version-control\data\raw\train\n03445777\n03445777_603.JPEG,golf ball
673,E:\data-version-control\data\raw\train\n03445777\n03445777_6033.JPEG,golf ball
674,E:\data-version-control\data\raw\train\n03445777\n03445777_6038.JPEG,golf ball
675,E:\data-version-control\data\raw\train\n03445777\n03445777_606.JPEG,golf ball
676,E:\data-version-control\data\raw\train\n03445777\n03445777_6067.JPEG,golf ball
